Newspaper Title,Issue Date,Page Number,City,State,PDF Link,prim_long_dec,prim_lat_dec
The Oakley Herald,08-22-1919,1,Oakley,Idaho,https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_kellerman_ver01/data/sn86091130/00415666767/1919082201/1065.pdf,-114.0255087,42.2308126
Tulsa Daily World,12-14-1917,3,Tulsa,Oklahoma,https://tile.loc.gov/storage-services/service/ndnp/okhi/batch_okhi_caddo_ver01/data/sn85042344/00200295055/1917121401/1180.pdf,-95.9414756,36.1210986
Brownsville Herald,10-13-1922,1,Brownsville,Texas,https://tile.loc.gov/storage-services/service/ndnp/txdn/batch_txdn_burnett_ver01/data/sn86063730/0033289397A/1922101301/0264.pdf,-97.5126096,25.9654649
The Greenville Times,07-29-1899,7,Greenville,Mississippi,https://tile.loc.gov/storage-services/service/ndnp/msar/batch_msar_braeburn_ver01/data/sn85034374/00295877856/1899072901/0803.pdf,-91.0514271,33.3850381
Fair Play,10-30-1920,2,Sainte Genevieve,Missouri,https://tile.loc.gov/storage-services/service/ndnp/mohi/batch_mohi_gordon_ver01/data/sn87052181/00200292625/1920103001/0323.pdf,-90.1944237,37.8944044
East Oregonian : E.O,08-09-1922,7,Pendleton,Oregon,https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_humbug_ver02/data/sn88086023/00295868478/1922080901/0586.pdf,-118.9828246,45.7267299
Weekly Arizona Journal-Miner,05-15-1907,6,Prescott,Arizona,https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_apachetrout_ver01/data/sn85032920/00211105628/1907051501/0753.pdf,-112.4351225,34.5521228
The Silver Messenger,05-03-1910,5,Challis,Idaho,https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_kellerman_ver01/data/sn88056158/00415666342/1910050301/0560.pdf,-114.0172261,44.3392514
The Daily Morning Oasis,07-07-1920,1,Nogales,Arizona,https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_foolsfortynine_ver01/data/sn83025458/00414217382/1920070701/0121.pdf,-110.1875775,31.6992575
Capital Journal,10-30-1919,6,Salem,Oregon,https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_jefferson_ver01/data/sn90066132/00295867619/1919103001/0588.pdf,-123.0734309,44.9776191
The Billings Gazette,03-29-1907,1,Billings,Montana,https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_lynx_ver01/data/sn84036008/00212476584/1907032901/0202.pdf,-108.5268898,45.7934657
Grand Rapids Herald-Review,03-05-1898,6,Grand Rapids,Minnesota,https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_caesar_ver01/data/sn82002441/00517011794/1898030501/0080.pdf,-93.512158,47.2382765
The Topeka State Journal,02-21-1898,8,Topeka,Kansas,https://tile.loc.gov/storage-services/service/ndnp/khi/batch_khi_jesse_ver01/data/sn82016014/00295871386/1898022101/0359.pdf,-95.6663784,38.9776953
Yerington Times,05-20-1916,6,Yerington,Nevada,https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_arrowhead_ver01/data/sn86076216/00279554590/1916052001/0110.pdf,-119.170909,38.9808449
Evening Bulletin,04-14-1911,5,Honolulu,Hawaii,https://tile.loc.gov/storage-services/service/ndnp/hihouml/batch_hihouml_lion_ver01/data/sn82016413/00237289560/1911041401/0176.pdf,-154.89,19.5541667
The Manitowoc Pilot,06-08-1922,3,Manitowoc,Wisconsin,https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_inez_ver01/data/sn85033139/00271769982/1922060801/1027.pdf,-87.5123717,44.1106889
Lincoln County Record,08-10-1900,3,Pioche,Nevada,https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_beatty_ver02/data/sn86091347/00415627099/1900081001/0068.pdf,-114.46527,37.9182963
The Lake County Times,07-02-1910,8,Hammond,Indiana,https://tile.loc.gov/storage-services/service/ndnp/in/batch_in_chucktaylor_ver02/data/sn86058242/00271745850/1910070201/0575.pdf,-86.9643038,37.9808185
White Pine News,08-19-1923,8,East Ely,Nevada,https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_imlay_ver01/data/sn86076375/00340582469/1923081901/0089.pdf,,
The Record-Courier,07-01-1921,4,Gardnerville,Nevada,https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_fairview_ver02/data/sn84001718/00332890992/1921070101/0656.pdf,-119.6048925,38.8843529
Akron Daily Democrat,09-13-1900,3,Akron,Ohio,https://tile.loc.gov/storage-services/service/ndnp/ohi/batch_ohi_bravo_ver01/data/sn84028140/00237283661/1900091301/0480.pdf,-81.2035556,41.384383
Albuquerque Morning Journal,05-07-1911,6,Albuquerque,New Mexico,https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_javelina_ver01/data/sn84031081/00296025367/1911050701/1017.pdf,-106.667526,35.1017126
The Democratic Advocate,01-12-1901,1,Westminster,Maryland,https://tile.loc.gov/storage-services/service/ndnp/mdu/batch_mdu_douglass_ver01/data/sn85038292/00415624013/1901011202/0227.pdf,-77.0039107,39.5797245
The Carbon County News,11-19-1925,2,Red Lodge,Montana,https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_juniper_ver01/data/sn84036285/00340581878/1925111901/0705.pdf,-109.4078596,45.1443595
Abilene Weekly Reflector,01-05-1911,8,Abilene,Kansas,https://tile.loc.gov/storage-services/service/ndnp/khi/batch_khi_mission_ver01/data/sn84029386/00295871544/1911010501/0009.pdf,-97.2251507,38.9229511
Great Falls Daily Tribune,08-18-1919,2,Great Falls,Montana,https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_alderfly_ver01/data/sn84024808/00212477448/1919081801/0183.pdf,-111.4498332,47.4580693
Heppner Gazette,10-06-1910,6,Heppner,Oregon,https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_fort_ver01/data/sn94049698/00295868314/1910100601/0321.pdf,-119.4580972,45.2710148
The Imperial Press,07-08-1905,5,Imperial,California,https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_benicia_ver01/data/sn92070143/00175046781/1905070801/0446.pdf,-115.365337,33.0395904
Pike County Press,06-22-1900,3,Milford,Pennsylvania,https://tile.loc.gov/storage-services/service/ndnp/pst/batch_pst_jordan_ver01/data/sn87080417/00280776762/1900062201/0826.pdf,-74.801233,41.3238481
The Cecil Whig,03-30-1901,1,Elkton,Maryland,https://tile.loc.gov/storage-services/service/ndnp/mdu/batch_mdu_glass_ver02/data/sn83016348/00415625364/1901033001/0558.pdf,-75.8511766,39.6239636
The Morning Astorian,08-08-1903,4,Astoria,Oregon,https://tile.loc.gov/storage-services/service/ndnp/oru/batch_oru_reed_ver02/data/sn85042400/00271740116/1903080801/0595.pdf,-123.8216246,46.1343513
Bryan Daily Eagle And Pilot,12-24-1914,6,Bryan,Texas,https://tile.loc.gov/storage-services/service/ndnp/txdn/batch_txdn_jaguar_ver01/data/sn86088651/00202191125/1914122401/0859.pdf,-96.3475882,30.6456831
Rock Island Daily Argus,07-12-1893,8,Rock Island,Illinois,https://tile.loc.gov/storage-services/service/ndnp/iune/batch_iune_deckle_ver01/data/sn92053945/00212471756/1893071201/0073.pdf,-90.5674126,41.4673286
Rock Island Argus,08-03-1916,2,Rock Island,Illinois,https://tile.loc.gov/storage-services/service/ndnp/iune/batch_iune_edition_ver02/data/sn92053934/0029587322A/1916080301/0376.pdf,-90.5674126,41.4673286
The St. Louis Republic,10-09-1904,29,Saint Louis,Missouri,https://tile.loc.gov/storage-services/service/ndnp/mohi/batch_mohi_ingalls_ver01/data/sn84020274/00294559772/1904100901/0201.pdf,-90.4434405,38.6406586
The Daily Gate City,08-09-1915,3,Keokuk,Iowa,https://tile.loc.gov/storage-services/service/ndnp/iahi/batch_iahi_decorah_ver01/data/sn83025182/00295875173/1915080901/0331.pdf,-92.1786423,41.3364655
Santa Fe Daily New Mexican,03-07-1895,1,Santa Fe,New Mexico,https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_fleming_ver01/data/sn84020631/00415628961/1895030701/0219.pdf,-105.9461325,35.6875307
The St. Mary Banner,02-09-1918,7,Franklin,Louisiana,https://tile.loc.gov/storage-services/service/ndnp/lu/batch_lu_kadabra_ver01/data/sn88064384/00295873899/1918020901/0308.pdf,-91.6738319,32.1332818
Lexington Dispatch-News,10-01-1919,4,Lexington,South Carolina,https://tile.loc.gov/storage-services/service/ndnp/scu/batch_scu_chitlinstrut_ver01/data/sn92065503/00295862671/1919100101/0222.pdf,-81.272182,33.9022892
The Citizen,01-21-1910,1,Honesdale,Pennsylvania,https://tile.loc.gov/storage-services/service/ndnp/pst/batch_pst_carnegie_ver01/data/sn87078082/00280775964/1910012101/0051.pdf,-75.2524117,41.5773412
The Beaver Herald,02-15-1917,5,Beaver,Oklahoma,https://tile.loc.gov/storage-services/service/ndnp/okhi/batch_okhi_atoka_ver01/data/sn93066071/00237281081/1917021501/1169.pdf,-100.4768349,36.7497077
Middletown Transcript,04-22-1922,2,Middletown,Delaware,https://tile.loc.gov/storage-services/service/ndnp/deu/batch_deu_descendo_ver01/data/sn84026820/00271765137/1922042201/0141.pdf,-75.7163207,39.449556
The Parker Post,02-12-1916,2,Parker,Arizona,https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_boozer_ver01/data/sn95060922/00414216602/1916021201/0128.pdf,-113.9815775,33.7293868
Peninsula Enterprise,05-19-1928,8,Accomac,Virginia,https://tile.loc.gov/storage-services/service/ndnp/vi/batch_vi_cartier_ver01/data/sn94060041/00542866755/1928051901/0305.pdf,-75.7565571,37.764939
The Evening Statesman,02-28-1906,3,Walla Walla,Washington,https://tile.loc.gov/storage-services/service/ndnp/wa/batch_wa_foss_ver01/data/sn88085421/00237282942/1906022801/0005.pdf,-118.4784031,46.2298432
The Colorado Statesman,04-19-1924,6,Denver,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_hamilton_ver01/data/sn83025514/00340586396/1924041901/0882.pdf,-104.8757684,39.7619791
The Barre Daily Times,11-29-1905,4,Barre,Vermont,https://tile.loc.gov/storage-services/service/ndnp/vtu/batch_vtu_broccoli_ver01/data/sn91066782/00415629709/1905112901/0401.pdf,-72.5084809,44.199747
The Daily Alaskan,06-27-1917,3,Skagway,Alaska,https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_dallsheep_ver02/data/sn82014189/00279526041/1917062701/0297.pdf,-136.2505556,58.7505556
The Record-Union,08-04-1896,8,Sacramento,California,https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_firebaugh_ver01/data/sn82015104/00280768716/1896080401/0435.pdf,-121.3442553,38.4493215
The Jackson Herald,01-27-1910,5,Jackson,Missouri,https://tile.loc.gov/storage-services/service/ndnp/mohi/batch_mohi_felice_ver01/data/sn89066620/00200292285/1910012701/0738.pdf,-94.3461008,39.0084757
The Rising Son,12-28-1907,5,Kansas City,Missouri,https://tile.loc.gov/storage-services/service/ndnp/mohi/batch_mohi_felice_ver01/data/sn83025494/00200292042/1907122801/1574.pdf,-94.5621773,39.130004
Foster'S Daily Democrat,10-28-1897,3,Dover,New Hampshire,https://tile.loc.gov/storage-services/service/ndnp/nhd/batch_nhd_galehead_ver01/data/sn84023058/00517015805/1897102801/0799.pdf,-71.7932019,43.4466938
Iowa County Democrat,08-05-1920,8,Mineral Point,Wisconsin,https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_margaret_ver01/data/sn86086852/00271769684/1920080501/0500.pdf,-90.1813766,42.863154
The Indianapolis Times,03-13-1928,1,Indianapolis,Indiana,https://tile.loc.gov/storage-services/service/ndnp/in/batch_in_feynman_ver01/data/sn82015313/00383349060/1928031301/0367.pdf,-86.145737,39.7778261
The Citizen,05-11-1900,7,Frederick,Maryland,https://tile.loc.gov/storage-services/service/ndnp/mdu/batch_mdu_frederick_ver03/data/sn89060092/00279521924/1900051101/0173.pdf,-75.8838284,39.3662232
The Indianapolis Journal,12-01-1901,20,Indianapolis,Indiana,https://tile.loc.gov/storage-services/service/ndnp/in/batch_in_ittenbach_ver01/data/sn82015679/00202191988/1901120101/0469.pdf,-86.145737,39.7778261
The Nenana News,07-26-1923,3,Nenana,Alaska,https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_goat_ver01/data/sn96060052/00514159774/1923072601/1321.pdf,0.0,0.0
Missouri Valley Times,07-20-1916,1,Missouri Valley,Iowa,https://tile.loc.gov/storage-services/service/ndnp/iahi/batch_iahi_landers_ver01/data/sn84038335/0041562282A/1916072001/0671.pdf,-95.9026343,41.5593197
The Anaconda Standard,10-14-1895,2,Anaconda,Montana,https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_elk_ver01/data/sn84036012/00294550380/1895101401/1101.pdf,-113.1568838,46.0155685
The Springdale News,12-21-1906,5,Springdale,Arkansas,https://tile.loc.gov/storage-services/service/ndnp/arhi/batch_arhi_coldplay_ver02/data/sn83007654/00393342766/1906122101/0554.pdf,-94.1128449,36.1749407
The Wisconsin Tobacco Reporter,07-21-1899,5,Edgerton,Wisconsin,https://tile.loc.gov/storage-services/service/ndnp/whi/batch_whi_hodag_ver01/data/sn86086586/00414214447/1899072101/0173.pdf,-89.0698727,42.8384774
Webster City Freeman,02-28-1921,3,Webster City,Iowa,https://tile.loc.gov/storage-services/service/ndnp/iahi/batch_iahi_imogene_ver01/data/sn85050913/00295875653/1921022801/0575.pdf,-93.816054,42.4694184
Butler Citizen,10-05-1905,3,Butler,Pennsylvania,https://tile.loc.gov/storage-services/service/ndnp/pst/batch_pst_erie_ver02/data/sn86071045/00296027637/1905100501/0500.pdf,-79.9133063,40.912014
The Nome Nugget,08-26-1922,2,Nome,Alaska,https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_killerwhale_ver01/data/sn87062013/00514154168/1922082601/0268.pdf,-164.2443226,64.8354505
The Salt Lake Tribune,05-13-1911,1,Salt Lake City,Utah,https://tile.loc.gov/storage-services/service/ndnp/uuml/batch_uuml_pereiro_ver01/data/sn83045396/print/1911051301/0515.pdf,-111.8763236,40.6263366
The Columbian,06-29-1899,6,Bloomsburg,Pennsylvania,https://tile.loc.gov/storage-services/service/ndnp/pst/batch_pst_irvin_ver01/data/sn83032011/00280776877/1899062901/0662.pdf,-76.4561725,41.0027162
Perrysburg Journal,01-02-1903,2,Perrysburg,Ohio,https://tile.loc.gov/storage-services/service/ndnp/ohi/batch_ohi_foxtrot_ver01/data/sn87076843/00237282759/1903010201/0008.pdf,-83.6412608,41.5377205
Albuquerque Daily Citizen,03-13-1902,6,Albuquerque,New Mexico,https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_hollyhock_ver01/data/sn84020613/00280774017/1902031301/0432.pdf,-106.667526,35.1017126
The Goldfield News,10-09-1909,4,Goldfield,Nevada,https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_sparks_ver01/data/sn85058379/00279554310/1909100901/0324.pdf,-117.1434092,37.7193781
The Brunswick News,11-28-1915,5,Brunswick,Georgia,https://tile.loc.gov/storage-services/service/ndnp/gu/batch_gu_lassiter_ver01/data/sn90052143/00414182744/1915112801/0639.pdf,-81.4872146,31.1698069
The Cordele Dispatch,08-18-1919,4,Cordele,Georgia,https://tile.loc.gov/storage-services/service/ndnp/gu/batch_gu_fozzie_ver01/data/sn89053138/00517010285/1919081801/0447.pdf,-83.7845882,31.9430523
Smyrna Times,08-23-1922,3,Smyrna,Delaware,https://tile.loc.gov/storage-services/service/ndnp/deu/batch_deu_catwoman_ver01/data/sn84020422/0051415630A/1922082301/0486.pdf,-75.5003939,39.2917545
The Maui News,02-24-1922,6,Wailuku,Hawaii,https://tile.loc.gov/storage-services/service/ndnp/hihouml/batch_hihouml_granite_ver01/data/sn82014689/00237289791/1922022401/0116.pdf,-156.502722,20.890643
The Tacoma Times,08-14-1911,7,Tacoma,Washington,https://tile.loc.gov/storage-services/service/ndnp/wa/batch_wa_dogwood_ver01/data/sn88085187/00211108319/1911081401/0318.pdf,-122.4563717,47.2026377
Sistersville Daily Oil Review,04-28-1905,3,Sistersville,West Virginia,https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_federation_ver01/data/sn86092356/00271767626/1905042801/0405.pdf,-80.9987015,39.5598206
The Delta Independent,06-01-1923,3,Delta,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_finntown_ver01/data/sn86063206/00340585793/1923060101/0983.pdf,-107.8628768,38.8613738
The Butte Inter Mountain,06-11-1901,5,Butte,Montana,https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_kestrel_ver02/data/sn83025294/00295860315/1901061101/0403.pdf,-112.5323854,45.953351
Times-Promoter,02-02-1906,6,Hernando,Mississippi,https://tile.loc.gov/storage-services/service/ndnp/msar/batch_msar_eyelet_ver02/data/sn87065195/00199917201/1906020201/0923.pdf,-89.992148,34.8500177
The Parma Herald,10-06-1910,2,Parma,Idaho,https://tile.loc.gov/storage-services/service/ndnp/idhi/batch_idhi_damascus_ver01/data/sn89055001/00414211859/1910100601/0789.pdf,-116.9571397,43.7735796
The St. Johns Herald,04-23-1898,1,Saint Johns,Arizona,https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_elephanttree_ver01/data/sn94051692/00211106153/1898042301/0319.pdf,-109.3967321,34.4587367
The Mccook Tribune,08-10-1900,2,Mccook,Nebraska,https://tile.loc.gov/storage-services/service/ndnp/nbu/batch_nbu_indianola_ver01/data/sn94056415/00206536688/1900081001/0379.pdf,-100.6215634,40.2045334
The Hayti Herald,03-13-1919,4,Hayti,Missouri,https://tile.loc.gov/storage-services/service/ndnp/mohi/batch_mohi_franklin_ver01/data/sn89066651/0021110949A/1919031301/0075.pdf,-89.7544043,36.2232129
Chicago Eagle,08-01-1903,1,Chicago,Illinois,https://tile.loc.gov/storage-services/service/ndnp/iune/batch_iune_alpha_ver01/data/sn84025828/00294555742/1903080101/0061.pdf,-87.6851202,41.837107
The Daily Morning Journal And Courier,03-19-1897,8,New Haven,Connecticut,https://tile.loc.gov/storage-services/service/ndnp/ct/batch_ct_ash_ver01/data/sn84020358/00415621164/1897031901/0551.pdf,-72.8998568,41.3488232
The Dolores Star,04-25-1924,6,Dolores,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_alta_ver01/data/sn86002159/00513680442/1924042501/1073.pdf,-108.5172653,37.7516108
Frankfort Weekly News And Roundabout,04-25-1908,6,Frankfort,Kentucky,https://tile.loc.gov/storage-services/service/ndnp/kyu/batch_kyu_elvis_ver01/data/sn86069849/00175046380/1908042501/0071.pdf,-84.8698925,38.1989588
The Age-Herald,12-18-1901,1,Birmingham,Alabama,https://tile.loc.gov/storage-services/service/ndnp/au/batch_au_brown_ver01/data/sn86072192/00340583103/1901121801/0800.pdf,-86.6321368,33.6000082
The Sisseton Weekly Standard,02-04-1916,3,Sisseton,South Dakota,https://tile.loc.gov/storage-services/service/ndnp/sdhi/batch_sdhi_lightning_ver01/data/sn99062049/00415624992/1916020401/0086.pdf,-97.0452929,45.6624983
Fulton County Tribune,08-06-1920,6,Wauseon,Ohio,https://tile.loc.gov/storage-services/service/ndnp/ohi/batch_ohi_magellan_ver01/data/sn87076552/00296028927/1920080601/0349.pdf,-84.1409612,41.5532263
The Elkins Inter-Mountain,11-09-1923,2,Elkins,West Virginia,https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_garbo_ver02/data/sn86092280/0051701123A/1923110901/0922.pdf,-79.8540355,38.9238146
The Daily Tribune,04-19-1909,1,Florence,Colorado,https://tile.loc.gov/storage-services/service/ndnp/cohi/batch_cohi_carson_ver01/data/sn90051356/00513680661/1909041901/1017.pdf,-105.1181134,38.3391349
The Bozeman Courier,06-21-1922,10,Bozeman,Montana,https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_adderstongue_ver01/data/sn86075113/00415666986/1922062101/0279.pdf,-110.9635196,45.6486262
Los Angeles Daily Herald,02-27-1890,3,Los Angeles,California,https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_nicasio_ver01/data/sn85042460/00280769307/1890022701/0561.pdf,-118.2303511,34.0580672
The Poplar Standard,01-11-1924,3,Poplar,Montana,https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_froid_ver01/data/sn86075284/00517178688/1924011101/0107.pdf,-105.1968873,48.1104823
Lawrence Democrat,06-29-1894,5,Lawrenceburg,Tennessee,https://tile.loc.gov/storage-services/service/ndnp/tu/batch_tu_gordon_ver01/data/sn97065075/00296020850/1894062901/0811.pdf,-87.3324979,35.2497164
The Pacific Commercial Advertiser,06-06-1905,4,Honolulu,Hawaii,https://tile.loc.gov/storage-services/service/ndnp/hihouml/batch_hihouml_ferdinand_ver01/data/sn85047084/00294557428/1905060601/0376.pdf,-154.89,19.5541667
Bismarck Daily Tribune,06-30-1911,2,Bismarck,North Dakota,https://tile.loc.gov/storage-services/service/ndnp/ndhi/batch_ndhi_drake_ver01/data/sn85042242/00212478477/1911063001/1255.pdf,-100.7694052,46.8142737
