Unnamed: 0,Newspaper Title,Issue Date,Page Number,City,PDF Link
35,The Hartford Herald,09-17-1913,8,"Hartford, Kentucky",https://tile.loc.gov/storage-services/service/ndnp/kyu/batch_kyu_fernico_ver01/data/sn84037890/0028076288A/1913091701/0322.pdf
36,The Central Record,11-27-1919,8,"Lancaster, Kentucky",https://tile.loc.gov/storage-services/service/ndnp/kyu/batch_kyu_iron_ver01/data/sn86069201/0028076369A/1919112701/1214.pdf
37,The Bamberg Herald,08-03-1911,7,"Bamberg, South Carolina",https://tile.loc.gov/storage-services/service/ndnp/scu/batch_scu_albinoskunk_ver02/data/sn86063790/00295863031/1911080301/0247.pdf
38,The Vinita Daily Chieftain,06-28-1909,1,"Vinita, Oklahoma",https://tile.loc.gov/storage-services/service/ndnp/okhi/batch_okhi_jam_ver01/data/sn83025020/00202191198/1909062801/0556.pdf
39,Evening Star,04-16-1925,36,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_dorsey_ver02/data/sn83045462/00280657621/1925041601/0287.pdf
40,Evening Star,07-15-1930,26,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_oliver_ver01/data/sn83045462/00280600647/1930071501/0027.pdf
41,Evening Star,11-13-1928,24,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_keppard_ver01/data/sn83045462/00280600039/1928111301/0648.pdf
42,The Morning Tulsa Daily World,06-04-1922,51,"Tulsa, Oklahoma",https://tile.loc.gov/storage-services/service/ndnp/okhi/batch_okhi_idabel_ver01/data/sn85042345/00237281421/1922060401/1070.pdf
43,The White Pine News,04-17-1909,4,"Ely, Nevada",https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_hiko_ver01/data/sn86076249/00332891376/1909041701/0869.pdf
44,The White Pine News,04-20-1909,3,"Ely, Nevada",https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_hiko_ver01/data/sn86076249/00332891376/1909042001/0878.pdf
45,Paducah Sun,03-28-1901,6,"Paducah, Kentucky",https://tile.loc.gov/storage-services/service/ndnp/kyu/batch_kyu_liberace_ver01/data/sn85052117/00175044218/1901032801/0329.pdf
46,Los Angeles Herald,10-15-1890,5,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_lovelock_ver01/data/sn84025968/00280769344/1890101501/0365.pdf
47,Evening Star,10-10-1928,30,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_keppard_ver01/data/sn83045462/00280600003/1928101001/0373.pdf
48,Las Vegas Age,08-03-1907,1,"Las Vegas, Nevada",https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_unionville_ver02/data/sn86076141/00279554255/1907080301/0428.pdf
49,Carson City Daily Appeal,06-24-1910,3,"Carson City, Nevada",https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_idlewild_ver01/data/sn86076241/00271763992/1910062401/0597.pdf
50,The Washington Times,06-01-1925,1,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_nichols_ver02/data/sn84026749/00222254188/1925060101/0519.pdf
51,Tonopah Daily Bonanza,09-19-1911,1,"Tonopah, Nevada",https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_aurora_ver02/data/sn86076142/00415626976/1911091901/0896.pdf
52,Evening Star,01-30-1924,1,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_beiderbecke_ver01/data/sn83045462/00280657463/1924013001/0749.pdf
53,Morning Appeal,12-30-1894,3,"Carson City, Nevada",https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_fallon_ver02/data/sn86076999/00416150400/1894123001/0614.pdf
54,The Pioche Weekly Record,07-16-1896,2,"Pioche, Nevada",https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_caliente_ver02/data/sn86091346/00415668569/1896071601/0118.pdf
55,The Daily Worker,04-16-1924,1,"New York', 'Chicago, New York', 'Illinois",https://tile.loc.gov/storage-services/service/ndnp/iune/batch_iune_emerald_ver03/data/sn84020097/00332897731/1924041601/0589.pdf
56,Carson City Daily Appeal,05-16-1910,4,"Carson City, Nevada",https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_idlewild_ver01/data/sn86076241/00271763992/1910051601/0462.pdf
57,Evening Star,04-18-1930,7,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_noone_ver01/data/sn83045462/00280600714/1930041801/0114.pdf
58,The Coconino Sun,03-12-1898,19,"Flagstaff, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_hummingbird_ver02/data/sn87062055/00211106682/1898031201/0477.pdf
59,Mohave County Miner,06-08-1901,3,"Mineral Park, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_agave_ver01/data/sn84024828/00211100679/1901060801/0016.pdf
60,Evening Star,05-13-1930,24,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_noone_ver01/data/sn83045462/00280600696/1930051301/0025.pdf
61,Arizona Republican,01-18-1896,1,"Phoenix, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_gecko_ver01/data/sn84020558/0020219218A/1896011801/0321.pdf
62,Los Angeles Herald,02-03-1909,1,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_pescadero_ver01/data/sn85042462/00175035758/1909020301/0039.pdf
63,The Daily Missoulian,04-19-1909,1,"Missoula, Montana",https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_dragonfly_ver01/data/sn83025316/00294554609/1909041901/1290.pdf
64,The Daily Ardmoreite,03-10-1915,4,"Ardmore, Oklahoma",https://tile.loc.gov/storage-services/service/ndnp/okhi/batch_okhi_foss_ver01/data/sn85042303/00200296771/1915031001/0524.pdf
65,Great Falls Tribune,10-13-1922,1,"Great Falls, Montana",https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_crane_ver01/data/sn83045217/00295860820/1922101301/0689.pdf
66,Evening Star,11-24-1926,17,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_goodman_ver02/data/sn83045462/00280659174/1926112401/0526.pdf
67,Evening Star,04-20-1901,25,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_japanesechin_ver01/data/sn83045462/00280655405/1901042001/0031.pdf
68,Daily Kennebec Journal,03-14-1905,5,"Augusta, Maine",https://tile.loc.gov/storage-services/service/ndnp/me/batch_me_ashdale_ver01/data/sn82014248/00513682281/1905031401/0134.pdf
69,The Coconino Sun,05-13-1899,19,"Flagstaff, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_hummingbird_ver02/data/sn87062055/00211106682/1899051301/1637.pdf
70,The Marion Daily Mirror,10-11-1909,2,"Marion, Ohio",https://tile.loc.gov/storage-services/service/ndnp/ohi/batch_ohi_juliet_ver01/data/sn88077573/00237283545/1909101101/0079.pdf
71,The Silver State,08-13-1902,3,"Unionville', 'Winnemucca, Nevada",https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_deeth_ver01/data/sn84022060/00332890669/1902081301/0759.pdf
72,Tonopah Daily Bonanza,06-20-1917,1,"Tonopah, Nevada",https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_beatty_ver02/data/sn86076142/00415627038/1917062001/0582.pdf
73,The Herald,08-19-1895,12,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_plasse_ver01/data/sn85042461/00280769629/1895081901/0632.pdf
74,The Pioche Record,08-08-1919,2,"Pioche, Nevada",https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_dayton_ver01/data/sn86091349/00415627270/1919080801/0105.pdf
75,The Chickasha Daily Express,11-06-1922,1,"Chickasha, Oklahoma",https://tile.loc.gov/storage-services/service/ndnp/okhi/batch_okhi_icecream_ver01/data/sn86090528/00295864722/1922110601/0455.pdf
76,The Omaha Morning Bee,08-08-1923,5,"Omaha, Nebraska",https://tile.loc.gov/storage-services/service/ndnp/nbu/batch_nbu_haydenstopdog_ver01/data/sn84024326/00332899557/1923080801/0020.pdf
77,Evening Star,06-13-1930,9,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_noone_ver01/data/sn83045462/00280600672/1930061301/0652.pdf
78,Great Falls Tribune,02-15-1922,1,"Great Falls, Montana",https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_bison_ver01/data/sn83045217/00295860789/1922021501/0616.pdf
79,The Hattiesburg News,06-04-1910,3,"Hattiesburg, Mississippi",https://tile.loc.gov/storage-services/service/ndnp/msar/batch_msar_gabardine_ver01/data/sn87065167/00199916841/1910060401/0561.pdf
80,The Dillon Herald,08-28-1919,2,"Dillon, South Carolina",https://tile.loc.gov/storage-services/service/ndnp/scu/batch_scu_flopeye_ver01/data/sn86063774/00295861575/1919082801/0222.pdf
81,Richmond Daily Register,02-10-1920,6,"Richmond, Kentucky",https://tile.loc.gov/storage-services/service/ndnp/kyu/batch_kyu_dove_ver02/data/sn86069168/00202195271/1920021001/0227.pdf
82,Durant Weekly News,01-15-1915,1,"Durant, Oklahoma",https://tile.loc.gov/storage-services/service/ndnp/okhi/batch_okhi_greer_ver01/data/sn96093062/00237281354/1915011501/0019.pdf
83,The Middleburgh Post,11-28-1901,6,"Middleburg, Pennsylvania",https://tile.loc.gov/storage-services/service/ndnp/pst/batch_pst_nittany_ver01/data/sn86081895/00280776932/1901112801/1223.pdf
84,Jerome Mining News,08-10-1903,1,"Jerome, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_anthillgarnet_ver04/data/sn94052354/00517018600/1903081001/0442.pdf
85,The Washington Times,05-22-1922,8,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_chihuahua_ver02/data/sn84026749/00280764863/1922052201/0429.pdf
86,Carrizozo News,12-08-1911,1,"Carrizozo, New Mexico",https://tile.loc.gov/storage-services/service/ndnp/nmu/batch_nmu_agave_ver01/data/sn86063539/00280774637/1911120801/0503.pdf
87,The San Francisco Call,11-23-1901,9,"San Francisco, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_quincy_ver01/data/sn85066387/00100478676/1901112301/0398.pdf
88,The Daily Ardmoreite,10-09-1901,5,"Ardmore, Oklahoma",https://tile.loc.gov/storage-services/service/ndnp/okhi/batch_okhi_jackson_ver01/data/sn85042303/00237281123/1901100901/0877.pdf
89,The Paducah Sun,04-02-1901,2,"Paducah, Kentucky",https://tile.loc.gov/storage-services/service/ndnp/kyu/batch_kyu_liberace_ver01/data/sn85052116/00175044218/1901040201/0367.pdf
90,The Scranton Tribune,06-29-1899,3,"Scranton, Pennsylvania",https://tile.loc.gov/storage-services/service/ndnp/pst/batch_pst_atherton_ver01/data/sn84026355/00211100266/1899062901/0672.pdf
91,The Evening Herald,06-05-1899,4,"Shenandoah, Pennsylvania",https://tile.loc.gov/storage-services/service/ndnp/pst/batch_pst_armsby_ver01/data/sn87078000/00237281834/1899060501/0553.pdf
92,The Evening Herald,04-23-1898,4,"Shenandoah, Pennsylvania",https://tile.loc.gov/storage-services/service/ndnp/pst/batch_pst_armsby_ver01/data/sn87078000/00237281822/1898042301/0406.pdf
93,The Washington Times,04-26-1927,8,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_pakula_ver02/data/sn84026749/00222254401/1927042601/0804.pdf
94,The Herald,10-01-1895,7,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ogilby_ver01/data/sn85042461/00280769630/1895100101/0375.pdf
95,The Coconino Sun,10-19-1923,8,"Flagstaff, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_jeddito_ver01/data/sn87062055/00414218039/1923101901/0518.pdf
96,The Hocking Sentinel,05-08-1902,4,"Logan, Ohio",https://tile.loc.gov/storage-services/service/ndnp/ohi/batch_ohi_delta_ver01/data/sn85038119/0023728642A/1902050801/0442.pdf
97,The Hattiesburg News,06-03-1910,3,"Hattiesburg, Mississippi",https://tile.loc.gov/storage-services/service/ndnp/msar/batch_msar_gabardine_ver01/data/sn87065167/00199916841/1910060301/0555.pdf
98,The Hattiesburg News,06-08-1910,3,"Hattiesburg, Mississippi",https://tile.loc.gov/storage-services/service/ndnp/msar/batch_msar_gabardine_ver01/data/sn87065167/00199916841/1910060801/0586.pdf
99,Evening Times-Republican,04-17-1917,10,"Marshalltown, Iowa",https://tile.loc.gov/storage-services/service/ndnp/iahi/batch_iahi_letts_ver01/data/sn85049554/0029587725A/1917041701/0474.pdf
100,Los Angeles Herald,05-31-1910,9,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_rubidoux_ver01/data/sn85042462/00175035862/1910053101/0758.pdf
101,The Holbrook News,04-25-1919,4,"Holbrook, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_acacia_ver01/data/sn95060791/00212476328/1919042501/0181.pdf
102,Mohave County Miner,06-15-1901,3,"Mineral Park, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_agave_ver01/data/sn84024828/00211100679/1901061501/0022.pdf
103,Carson City Daily Appeal,06-13-1910,3,"Carson City, Nevada",https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_idlewild_ver01/data/sn86076241/00271763992/1910061301/0557.pdf
104,The Coconino Sun,11-05-1898,17,"Flagstaff, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_hummingbird_ver02/data/sn87062055/00211106682/1898110501/1138.pdf
105,The Hawaiian Star,08-20-1910,10,"Honolulu, Hawaii",https://tile.loc.gov/storage-services/service/ndnp/hihouml/batch_hihouml_ecru_ver01/data/sn82015415/00237289857/1910082001/0861.pdf
106,The Herald,10-06-1895,7,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_ogilby_ver01/data/sn85042461/00280769630/1895100601/0431.pdf
107,The Holbrook News,06-04-1909,7,"Holbrook, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_acacia_ver01/data/sn95060791/00212476481/1909060401/0039.pdf
108,Evening Star,02-07-1930,3,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_noone_ver01/data/sn83045462/0028060026A/1930020701/0132.pdf
109,The Herald,01-03-1897,13,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_plasse_ver01/data/sn85042461/0028076971A/1897010301/0033.pdf
110,Arizona Republican,10-02-1895,4,"Phoenix, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_gecko_ver01/data/sn84020558/00202192178/1895100201/0438.pdf
111,The Public Ledger,03-12-1915,3,"Maysville, Kentucky",https://tile.loc.gov/storage-services/service/ndnp/kyu/batch_kyu_copper_ver01/data/sn85038022/00211104065/1915031201/0244.pdf
112,Carson City Daily Appeal,06-17-1910,3,"Carson City, Nevada",https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_idlewild_ver01/data/sn86076241/00271763992/1910061701/0573.pdf
113,Carson City Daily Appeal,06-22-1910,3,"Carson City, Nevada",https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_idlewild_ver01/data/sn86076241/00271763992/1910062201/0589.pdf
114,Omaha Daily Bee,03-25-1895,5,"Omaha, Nebraska",https://tile.loc.gov/storage-services/service/ndnp/nbu/batch_nbu_alliance_ver01/data/sn99021999/00206539203/1895032501/0973.pdf
115,The Washington Times,02-12-1930,3,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_adamsmorgan_ver01/data/sn84026749/0022225467A/1930021201/0912.pdf
116,Arizona Daily Citizen,03-09-1901,2,"Tucson, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_jeddito_ver01/data/sn87062098/00414217795/1901030901/0226.pdf
117,Arizona Daily Citizen,03-05-1901,2,"Tucson, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_jeddito_ver01/data/sn87062098/00414217795/1901030501/0210.pdf
118,Evening Star,01-14-1929,1,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_lateef_ver01/data/sn83045462/00280600088/1929011401/0449.pdf
119,West Virginia Daily Oil Review,09-03-1898,3,"Sistersville, West Virginia",https://tile.loc.gov/storage-services/service/ndnp/wvu/batch_wvu_federation_ver01/data/sn86092355/00271767705/1898090301/0049.pdf
120,Macon Beacon,12-06-1912,2,"Macon, Mississippi",https://tile.loc.gov/storage-services/service/ndnp/msar/batch_msar_applejack_ver01/data/sn83016943/00295877790/1912120601/0517.pdf
121,The Pioche Weekly Record,10-07-1897,2,"Pioche, Nevada",https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_caliente_ver02/data/sn86091346/00415668272/1897100701/0163.pdf
122,The Silver State,05-17-1900,4,"Unionville', 'Winnemucca, Nevada",https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_carlin_ver01/data/sn84022060/00332890645/1900051701/0467.pdf
123,Newark Leader,04-10-1925,3,"Newark, Ohio",https://tile.loc.gov/storage-services/service/ndnp/ohi/batch_ohi_lavender_ver01/data/sn88078775/00340580771/1925041001/0386.pdf
124,The Morning Tulsa Daily World,08-08-1920,27,"Tulsa, Oklahoma",https://tile.loc.gov/storage-services/service/ndnp/okhi/batch_okhi_hughes_ver01/data/sn85042345/00237284604/1920080801/0116.pdf
125,The Daily Alaska Empire,01-14-1929,3,"Juneau, Alaska",https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_bowheadwhale_ver01/data/sn83045499/00514159531/1929011401/0097.pdf
126,The Coconino Sun,10-05-1901,6,"Flagstaff, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_falcon_ver01/data/sn87062055/00211106694/1901100501/1414.pdf
127,The Alaska Daily Empire,03-22-1926,5,"Juneau, Alaska",https://tile.loc.gov/storage-services/service/ndnp/ak/batch_ak_goshawk_ver01/data/sn84020657/00393342080/1926032201/0555.pdf
128,The Houston Daily Post,04-28-1901,29,"Houston, Texas",https://tile.loc.gov/storage-services/service/ndnp/txdn/batch_txdn_charlie_ver01/data/sn86071197/00175034997/1901042801/0826.pdf
129,Carson City Daily Appeal,06-15-1910,3,"Carson City, Nevada",https://tile.loc.gov/storage-services/service/ndnp/nvln/batch_nvln_idlewild_ver01/data/sn86076241/00271763992/1910061501/0565.pdf
130,The Evening Herald,06-29-1899,3,"Shenandoah, Pennsylvania",https://tile.loc.gov/storage-services/service/ndnp/pst/batch_pst_armsby_ver01/data/sn87078000/00237281834/1899062901/0636.pdf
131,Harrisburg Telegraph,05-18-1916,4,"Harrisburg, Pennsylvania",https://tile.loc.gov/storage-services/service/ndnp/pst/batch_pst_fayette_ver01/data/sn85038411/00296028198/1916051801/0780.pdf
132,Los Angeles Herald,04-04-1892,7,"Los Angeles, California",https://tile.loc.gov/storage-services/service/ndnp/curiv/batch_curiv_plasse_ver01/data/sn84025968/00280769435/1892040401/0347.pdf
133,The Minneapolis Journal,03-09-1901,24,"Minneapolis, Minnesota",https://tile.loc.gov/storage-services/service/ndnp/mnhi/batch_mnhi_richfield_ver01/data/sn83045366/00206533894/1901030901/0136.pdf
134,Mesa Free Press,10-08-1897,2,"Mesa, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_boozer_ver01/data/sn95060636/00414216638/1897100801/0161.pdf
135,Daily Inter Mountain,10-16-1899,7,"Butte, Montana",https://tile.loc.gov/storage-services/service/ndnp/mthi/batch_mthi_jewelwing_ver01/data/sn85053057/00295860261/1899101601/0370.pdf
136,Bisbee Daily Review,10-25-1903,5,"Bisbee, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_ironwood_ver01/data/sn84024827/00211106979/1903102501/0323.pdf
137,The Washington Times,04-10-1915,1,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_hawaiian_ver01/data/sn84026749/00294557921/1915041001/0506.pdf
138,The Coconino Sun,09-29-1900,16,"Flagstaff, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_falcon_ver01/data/sn87062055/00211106694/1900092901/0837.pdf
139,The Washington Times,11-20-1929,17,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_adamsmorgan_ver01/data/sn84026749/00222254668/1929112001/0488.pdf
140,Evening Star,09-29-1922,36,"Washington, District Of Columbia",https://tile.loc.gov/storage-services/service/ndnp/dlc/batch_dlc_dalek_ver01/data/sn83045462/00280657189/1922092901/0454.pdf
141,The Argus,01-29-1898,1,"Holbrook, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_acacia_ver01/data/sn94051341/00212476444/1898012901/0154.pdf
142,Holbrook Argus,03-08-1902,2,"Holbrook, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_deserttortoise_ver01/data/sn94051342/00202192865/1902030801/0061.pdf
143,The Coconino Sun,10-05-1901,4,"Flagstaff, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_falcon_ver01/data/sn87062055/00211106694/1901100501/1412.pdf
144,Arizona Republican,03-03-1896,1,"Phoenix, Arizona",https://tile.loc.gov/storage-services/service/ndnp/az/batch_az_gecko_ver01/data/sn84020558/0020219218A/1896030301/0621.pdf
